,id,image_id,iscrowd,bbox,area,num_keypoints,keypoints,category_id,file_name
147,128,90,0,"[664.02, 242.82, 141.51, 198.2]",28047,17,"[742.87, 254.36, 2, 746.49, 248.34, 2, 739.04, 248.44, 2, 761.8, 242.82, 2, 732.3, 244.38, 2, 778.96, 256.93, 2, 722.81, 258.03, 2, 799.56, 300.78, 2, 693.73, 278.19, 2, 775.48, 317.72, 2, 664.02, 301.69, 2, 792.2, 337.58, 2, 761.28, 336.5, 2, 791.42, 390.06, 2, 763.08, 386.21, 2, 805.53, 441.02, 2, 765.17, 438.47, 2]",1,CCTV_90.png
148,553,409,0,"[172.06, 126.18, 40.06, 66.87]",2678,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 181.51, 126.18, 2, 202.45, 128.57, 2, 175.44, 143.11, 2, 208.84, 140.87, 2, 172.06, 157.21, 2, 212.12, 151.65, 2, 184.7, 153.43, 2, 199.28, 155.11, 2, 190.64, 175.65, 2, 195.42, 173.93, 2, 191.67, 193.05, 2, 0, 0, 0]",1,CCTV_409.png
149,909,680,0,"[894.19, 303.66, 119.51, 290.05]",34663,16,"[932.68, 328.16, 2, 936.15, 321.65, 2, 928.87, 320.66, 2, 952.75, 303.66, 2, 0, 0, 0, 989.55, 320.06, 2, 905.29, 327.81, 2, 1002.06, 359.46, 2, 900.21, 379.76, 2, 1013.7, 398.78, 2, 894.35, 426.12, 2, 973.17, 427.68, 2, 924.3, 428.36, 2, 973.04, 518.22, 2, 910.35, 487.24, 2, 974.33, 593.71, 2, 894.19, 545.04, 2]",1,CCTV_680.png
150,295,227,0,"[1219.26, 118.16, 89.54, 175.37]",15702,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1283.66, 118.16, 2, 1237.02, 138.16, 2, 1308.8, 143.76, 2, 1219.26, 163.15, 2, 1297.68, 151.88, 2, 1239.79, 164.49, 2, 1286.07, 187.45, 2, 1263.11, 196.99, 2, 1296.5, 241.31, 2, 1277.81, 249.89, 2, 1257.63, 265.53, 2, 1283.25, 293.53, 2]",1,CCTV_227.png
151,296,227,0,"[866.05, 105.13, 48.18, 173.88]",8377,17,"[880.53, 109.8, 2, 882.58, 105.13, 2, 875.78, 106.03, 2, 888.83, 105.84, 2, 870.65, 107.79, 2, 896.65, 119.32, 2, 866.05, 127.22, 2, 907.61, 142.32, 2, 869.04, 150.88, 2, 914.23, 161.15, 2, 882.8, 172.02, 2, 901.92, 174.24, 2, 881.61, 180.17, 2, 907.69, 221.92, 2, 894.42, 231.18, 2, 908.64, 263.87, 2, 899.21, 279.01, 2]",1,CCTV_227.png
152,294,226,0,"[325.09, 140.57, 310.96, 559.72]",174050,16,"[473.49, 157.69, 2, 477.2, 140.57, 2, 452.9, 146.65, 2, 0, 0, 0, 409.98, 157.44, 2, 522.34, 193.43, 2, 346.11, 262.47, 2, 578.23, 303.59, 2, 325.09, 405.71, 2, 636.05, 377.93, 2, 332.23, 516.35, 2, 538.04, 449.06, 2, 435.99, 482.97, 2, 543.39, 563.82, 2, 473.41, 618.23, 2, 565.1, 662.54, 2, 464.83, 700.29, 2]",1,CCTV_226.png
153,610,453,0,"[391.99, 142.59, 106.6, 160.55]",17114,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 435.57, 142.59, 2, 409.44, 153.19, 2, 460.02, 173.0, 2, 392.24, 192.69, 2, 498.59, 196.95, 2, 407.23, 226.59, 2, 413.82, 196.55, 2, 408.43, 204.26, 2, 428.3, 245.05, 2, 433.65, 242.84, 2, 391.99, 280.55, 2, 436.67, 303.14, 2]",1,CCTV_453.png
154,525,388,0,"[686.15, 198.86, 63.94, 114.02]",7290,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 723.65, 204.58, 2, 735.91, 198.86, 2, 714.34, 228.33, 2, 0, 0, 0, 686.15, 227.39, 2, 0, 0, 0, 734.48, 268.71, 2, 750.09, 270.42, 2, 691.76, 252.66, 2, 709.55, 294.67, 2, 698.35, 298.97, 2, 721.21, 312.88, 2]",1,CCTV_388.png
155,526,388,0,"[631.72, 135.21, 106.42, 137.11]",14591,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 730.15, 135.21, 2, 729.95, 153.85, 2, 0, 0, 0, 717.09, 185.53, 2, 0, 0, 0, 738.14, 177.8, 2, 675.24, 178.2, 2, 672.28, 180.37, 2, 676.81, 227.03, 2, 668.92, 226.48, 2, 652.37, 266.35, 2, 631.72, 272.32, 2]",1,CCTV_388.png
156,157,116,0,"[626.85, 418.94, 67.75, 176.42]",11952,17,"[651.92, 423.9, 2, 655.6, 418.94, 2, 647.63, 420.09, 2, 662.01, 420.33, 2, 642.43, 422.08, 2, 679.29, 442.22, 2, 631.2, 447.67, 2, 686.69, 477.22, 2, 628.26, 479.19, 2, 694.6, 508.29, 2, 626.85, 514.68, 2, 673.3, 508.62, 2, 645.17, 509.76, 2, 670.97, 550.48, 2, 654.97, 548.9, 2, 673.39, 595.36, 2, 664.59, 588.98, 2]",1,CCTV_116.png
157,333,254,0,"[537.26, 84.45, 65.5, 186.9]",12241,17,"[575.2, 90.26, 2, 579.06, 84.93, 2, 572.0, 84.45, 2, 584.61, 86.36, 2, 565.32, 85.58, 2, 592.84, 105.52, 2, 552.06, 102.77, 2, 600.41, 147.29, 2, 537.26, 136.49, 2, 602.76, 182.98, 2, 559.88, 157.27, 2, 583.44, 173.15, 2, 558.74, 173.06, 2, 577.45, 223.93, 2, 549.89, 225.12, 2, 573.56, 271.35, 2, 558.37, 236.83, 2]",1,CCTV_254.png
158,929,696,0,"[184.93, 78.3, 97.56, 218.27]",21294,16,"[233.39, 86.74, 2, 234.53, 78.3, 2, 225.3, 81.96, 2, 0, 0, 0, 213.35, 88.37, 2, 239.05, 110.23, 2, 190.43, 126.78, 2, 254.19, 141.23, 2, 184.93, 164.37, 2, 257.92, 165.93, 2, 217.91, 186.61, 2, 246.78, 181.72, 2, 213.1, 195.67, 2, 273.95, 228.14, 2, 233.57, 238.1, 2, 282.49, 290.3, 2, 251.9, 296.57, 2]",1,CCTV_696.png
159,511,380,0,"[274.41, 153.91, 67.56, 149.5]",10100,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 323.05, 153.91, 2, 289.22, 168.3, 2, 334.69, 185.09, 2, 276.54, 205.18, 2, 341.97, 206.88, 2, 287.9, 245.84, 2, 289.91, 224.98, 2, 321.78, 219.8, 2, 298.35, 272.26, 2, 325.33, 262.58, 2, 274.41, 275.08, 2, 319.61, 303.41, 2]",1,CCTV_380.png
160,916,686,0,"[498.95, 129.51, 103.5, 247.84]",25651,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 599.64, 130.33, 2, 523.82, 129.51, 2, 0, 0, 0, 498.95, 146.8, 2, 0, 0, 0, 500.24, 198.84, 2, 591.33, 209.55, 2, 541.32, 210.02, 2, 602.45, 278.5, 2, 535.15, 255.8, 2, 579.62, 377.35, 2, 548.83, 309.71, 2]",1,CCTV_686.png
161,917,686,0,"[709.91, 138.07, 191.01, 415.06]",79280,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 839.9, 156.52, 2, 765.08, 163.48, 2, 900.92, 187.74, 2, 709.91, 222.05, 2, 882.1, 138.07, 2, 726.06, 310.23, 2, 812.08, 309.68, 2, 759.81, 319.13, 2, 769.38, 411.41, 2, 794.38, 452.06, 2, 710.38, 467.36, 2, 792.36, 553.13, 2]",1,CCTV_686.png
162,19,11,0,"[475.73, 226.21, 93.51, 191.67]",17923,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 560.29, 258.48, 2, 492.15, 226.21, 2, 569.24, 305.03, 2, 476.54, 260.22, 2, 507.76, 334.16, 2, 475.73, 298.64, 2, 539.79, 330.12, 2, 511.15, 317.67, 2, 531.48, 386.64, 2, 505.01, 372.94, 2, 526.96, 417.88, 2, 503.99, 404.06, 2]",1,CCTV_11.png
163,502,374,0,"[395.52, 99.19, 28.36, 49.9]",1415,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 408.0, 101.2, 2, 419.27, 99.19, 2, 402.5, 110.83, 2, 423.88, 110.79, 2, 395.52, 111.66, 2, 0, 0, 0, 409.35, 123.13, 2, 417.07, 120.3, 2, 408.79, 138.73, 2, 409.32, 132.24, 2, 416.98, 149.09, 2, 407.09, 144.51, 2]",1,CCTV_374.png
164,503,374,0,"[426.21, 91.04, 18.12, 53.53]",969,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 435.45, 95.37, 2, 444.33, 91.04, 2, 432.54, 105.12, 2, 0, 0, 0, 429.3, 112.72, 2, 0, 0, 0, 434.87, 114.26, 2, 440.4, 112.07, 2, 431.44, 128.06, 2, 431.64, 125.13, 2, 438.78, 144.57, 2, 426.21, 134.99, 2]",1,CCTV_374.png
165,162,121,0,"[369.26, 359.42, 59.81, 115.74]",6922,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 388.7, 359.42, 2, 410.59, 362.55, 2, 369.26, 375.74, 2, 416.49, 381.56, 2, 382.49, 387.97, 2, 412.03, 394.29, 2, 389.08, 399.06, 2, 407.93, 401.24, 2, 395.01, 438.38, 2, 420.32, 441.69, 2, 400.36, 474.78, 2, 429.07, 475.16, 2]",1,CCTV_121.png
166,758,567,0,"[276.52, 22.81, 8.11, 27.57]",223,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 283.25, 22.81, 2, 276.52, 23.27, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 283.49, 34.58, 2, 278.82, 34.63, 2, 283.93, 42.66, 2, 277.74, 43.27, 2, 284.63, 50.38, 2, 277.82, 49.78, 2]",1,CCTV_567.png
167,759,567,0,"[332.0, 78.79, 20.74, 53.43]",1108,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 333.58, 88.4, 2, 345.88, 86.96, 2, 333.32, 100.43, 2, 352.74, 84.72, 2, 332.57, 109.91, 2, 352.68, 78.79, 2, 337.52, 107.53, 2, 345.58, 106.63, 2, 334.72, 118.9, 2, 344.68, 121.87, 2, 332.0, 127.24, 2, 345.25, 132.22, 2]",1,CCTV_567.png
168,760,567,0,"[293.35, 91.24, 20.6, 52.9]",1089,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 296.52, 91.24, 2, 307.99, 94.24, 2, 293.35, 100.56, 2, 310.1, 105.69, 2, 293.93, 109.65, 2, 313.95, 109.41, 2, 298.03, 112.25, 2, 306.04, 114.19, 2, 301.18, 127.29, 2, 307.67, 127.29, 2, 302.37, 138.96, 2, 305.31, 144.14, 2]",1,CCTV_567.png
169,330,251,0,"[870.97, 214.04, 31.77, 70.83]",2250,17,"[887.97, 216.99, 2, 889.44, 215.18, 2, 887.04, 214.9, 2, 893.43, 215.06, 2, 883.59, 214.04, 2, 897.2, 224.94, 2, 873.43, 221.29, 2, 902.74, 234.97, 2, 870.97, 235.93, 2, 896.0, 236.41, 2, 887.64, 230.0, 2, 888.1, 248.11, 2, 877.48, 246.54, 2, 885.23, 262.23, 2, 876.11, 268.0, 2, 883.69, 275.18, 2, 871.81, 284.87, 2]",1,CCTV_251.png
170,708,531,0,"[250.82, 224.6, 249.52, 633.21]",157998,16,"[361.48, 242.01, 2, 363.83, 224.6, 2, 348.61, 230.25, 2, 0, 0, 0, 309.12, 233.48, 2, 346.93, 282.65, 2, 250.82, 305.7, 2, 420.65, 365.25, 2, 362.34, 386.16, 2, 500.34, 371.47, 2, 483.09, 388.21, 2, 327.28, 501.67, 2, 259.08, 531.38, 2, 399.37, 659.98, 2, 332.1, 696.96, 2, 393.18, 834.95, 2, 379.83, 857.81, 2]",1,CCTV_531.png
171,709,531,0,"[475.0, 249.46, 237.99, 458.77]",109182,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 549.92, 249.46, 2, 0, 0, 0, 541.28, 352.16, 2, 656.1, 311.17, 2, 475.0, 437.4, 2, 712.99, 428.46, 2, 0, 0, 0, 0, 0, 0, 594.88, 538.84, 2, 672.61, 519.46, 2, 603.37, 708.23, 2, 707.15, 680.31, 2, 0, 0, 0, 0, 0, 0]",1,CCTV_531.png
172,72,47,0,"[486.15, 269.67, 135.89, 269.34]",36600,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 514.05, 272.45, 2, 545.96, 269.67, 2, 497.4, 315.85, 2, 577.49, 305.31, 2, 486.15, 325.05, 2, 600.79, 340.89, 2, 0, 0, 0, 622.04, 382.58, 2, 528.48, 412.86, 2, 576.03, 405.75, 2, 541.17, 477.61, 2, 575.51, 460.56, 2, 552.79, 539.01, 2, 577.79, 491.18, 2]",1,CCTV_47.png
173,49,32,0,"[1187.87, 352.27, 41.45, 90.42]",3747,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1204.87, 355.77, 2, 1229.32, 364.44, 2, 1197.5, 370.64, 2, 1228.59, 377.69, 2, 1202.5, 352.27, 2, 0, 0, 0, 1200.98, 396.63, 2, 1218.17, 399.14, 2, 1192.88, 414.43, 2, 1215.35, 425.26, 2, 1187.87, 435.13, 2, 1211.65, 442.69, 2]",1,CCTV_32.png
174,50,32,0,"[973.42, 324.4, 51.39, 99.28]",5101,9,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 994.11, 324.4, 2, 1020.18, 332.72, 2, 0, 0, 0, 1024.81, 345.11, 2, 0, 0, 0, 0, 0, 0, 989.14, 363.49, 2, 1005.47, 368.4, 2, 984.49, 388.71, 2, 1000.69, 397.1, 2, 973.42, 412.09, 2, 990.07, 423.68, 2]",1,CCTV_32.png
175,494,368,0,"[674.7, 552.18, 157.31, 112.47]",17692,5,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 832.01, 620.87, 2, 756.3, 552.18, 2, 805.67, 664.65, 2, 714.08, 573.11, 2, 0, 0, 0, 674.7, 612.7, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,CCTV_368.png
176,495,368,0,"[657.26, 288.46, 285.93, 220.64]",63087,12,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 846.38, 305.92, 2, 733.21, 288.46, 2, 900.27, 360.88, 2, 692.43, 331.54, 2, 943.19, 405.03, 2, 657.26, 376.56, 2, 786.06, 405.74, 2, 698.98, 391.04, 2, 782.32, 462.7, 2, 676.57, 451.16, 2, 779.94, 509.1, 2, 657.57, 489.64, 2]",1,CCTV_368.png
177,654,490,0,"[685.61, 200.29, 90.55, 129.93]",11765,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 748.34, 200.29, 2, 776.16, 229.29, 2, 0, 0, 0, 770.29, 269.84, 2, 0, 0, 0, 769.43, 304.9, 2, 685.61, 211.22, 2, 721.61, 229.74, 2, 706.61, 260.47, 2, 743.38, 273.54, 2, 687.32, 320.04, 2, 712.28, 330.22, 2]",1,CCTV_490.png
178,461,344,0,"[968.64, 120.21, 194.52, 284.01]",55245,15,"[1142.48, 145.42, 2, 0, 0, 0, 1131.8, 138.7, 2, 0, 0, 0, 1117.33, 122.3, 2, 1151.72, 127.16, 2, 1063.17, 120.21, 2, 1159.19, 177.78, 2, 1037.35, 178.38, 2, 1163.16, 222.96, 2, 1047.26, 247.04, 2, 1108.51, 241.91, 2, 1042.8, 236.26, 2, 1082.63, 297.57, 2, 1015.06, 319.49, 2, 1050.91, 347.63, 2, 968.64, 404.22, 2]",1,CCTV_344.png
179,312,238,0,"[497.06, 118.91, 71.11, 169.46]",12050,16,"[558.35, 123.34, 2, 558.75, 118.91, 2, 554.73, 119.05, 2, 0, 0, 0, 542.99, 122.94, 2, 556.84, 137.91, 2, 528.8, 138.44, 2, 561.41, 173.05, 2, 506.41, 170.68, 2, 568.17, 200.69, 2, 497.06, 189.35, 2, 544.23, 199.07, 2, 526.7, 203.27, 2, 524.67, 234.09, 2, 533.37, 242.1, 2, 511.15, 264.24, 2, 529.42, 288.37, 2]",1,CCTV_238.png
180,277,212,0,"[196.43, 180.28, 53.97, 144.27]",7786,16,"[215.15, 183.71, 2, 218.66, 180.58, 2, 213.68, 180.28, 2, 226.04, 182.76, 2, 0, 0, 0, 244.51, 205.99, 2, 205.1, 202.68, 2, 250.4, 228.32, 2, 203.09, 226.76, 2, 229.3, 240.15, 2, 196.43, 245.48, 2, 234.28, 253.27, 2, 212.64, 253.07, 2, 228.21, 280.96, 2, 206.16, 292.61, 2, 237.35, 280.14, 2, 206.82, 324.55, 2]",1,CCTV_212.png
181,785,585,0,"[303.01, 133.78, 53.91, 137.06]",7388,11,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 303.01, 133.78, 2, 0, 0, 0, 324.84, 160.49, 2, 318.59, 147.07, 2, 324.96, 181.69, 2, 0, 0, 0, 310.07, 191.97, 2, 0, 0, 0, 327.1, 207.6, 2, 327.56, 205.81, 2, 317.67, 235.39, 2, 332.44, 231.13, 2, 320.38, 270.84, 2, 356.92, 255.72, 2]",1,CCTV_585.png
182,786,585,0,"[453.8, 113.74, 45.23, 137.44]",6216,15,"[467.78, 116.71, 2, 469.65, 113.74, 2, 0, 0, 0, 478.89, 116.51, 2, 0, 0, 0, 493.45, 142.13, 2, 468.56, 137.64, 2, 492.07, 166.9, 2, 464.11, 159.91, 2, 470.61, 170.35, 2, 457.42, 174.52, 2, 483.35, 187.16, 2, 469.41, 181.95, 2, 484.37, 214.31, 2, 461.94, 212.9, 2, 499.03, 244.22, 2, 453.8, 251.18, 2]",1,CCTV_585.png
183,548,406,0,"[652.09, 77.47, 45.95, 32.77]",1505,8,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 676.95, 77.47, 2, 0, 0, 0, 686.48, 78.57, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 692.37, 85.85, 2, 698.04, 99.43, 2, 672.98, 95.59, 2, 673.56, 103.81, 2, 654.42, 104.4, 2, 652.09, 110.24, 2]",1,CCTV_406.png
184,549,406,0,"[176.23, 151.27, 87.07, 209.14]",18209,17,"[216.66, 159.26, 2, 219.88, 154.31, 2, 213.98, 154.72, 2, 228.1, 151.44, 2, 206.85, 151.27, 2, 241.82, 166.06, 2, 193.87, 165.29, 2, 259.51, 207.16, 2, 177.84, 207.17, 2, 263.3, 244.49, 2, 176.23, 247.76, 2, 238.27, 251.95, 2, 201.3, 249.42, 2, 228.2, 303.71, 2, 207.96, 295.68, 2, 235.62, 360.41, 2, 225.15, 348.03, 2]",1,CCTV_406.png
185,481,358,0,"[99.14, 192.08, 114.23, 271.14]",30972,16,"[169.97, 210.95, 2, 174.55, 205.19, 2, 167.9, 204.27, 2, 186.04, 198.93, 2, 156.39, 192.08, 2, 197.83, 215.49, 2, 127.31, 217.59, 2, 213.37, 260.4, 2, 99.14, 261.38, 2, 0, 0, 0, 117.26, 295.46, 2, 190.52, 315.89, 2, 138.05, 315.14, 2, 185.78, 395.21, 2, 144.82, 399.44, 2, 183.75, 463.22, 2, 155.66, 447.37, 2]",1,CCTV_358.png
186,263,200,0,"[334.56, 85.16, 9.26, 24.29]",224,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 334.56, 89.33, 2, 335.64, 85.16, 2, 334.65, 93.7, 2, 0, 0, 0, 334.89, 98.5, 2, 0, 0, 0, 342.55, 91.33, 2, 343.82, 89.05, 2, 337.18, 99.3, 2, 339.41, 98.38, 2, 336.35, 109.45, 2, 338.91, 107.43, 2]",1,CCTV_200.png
187,67,43,0,"[1008.07, 330.29, 115.97, 304.93]",35362,16,"[1061.8, 338.76, 2, 1070.32, 337.25, 2, 1063.4, 330.34, 2, 1090.22, 346.06, 2, 0, 0, 0, 1124.04, 388.45, 2, 1057.3, 330.29, 2, 1104.24, 447.39, 2, 1032.61, 370.78, 2, 1057.01, 443.71, 2, 1022.78, 414.15, 2, 1063.9, 473.75, 2, 1035.5, 446.68, 2, 1029.04, 570.28, 2, 1008.07, 524.74, 2, 1016.84, 635.22, 2, 1009.01, 558.02, 2]",1,CCTV_43.png
188,334,255,0,"[414.99, 84.64, 35.34, 103.69]",3664,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 436.71, 84.64, 2, 414.99, 91.28, 2, 0, 0, 0, 416.85, 109.41, 2, 0, 0, 0, 427.95, 99.59, 2, 441.82, 124.33, 2, 428.13, 127.0, 2, 450.33, 144.25, 2, 433.73, 162.43, 2, 442.71, 155.52, 2, 437.17, 188.33, 2]",1,CCTV_255.png
189,568,419,0,"[344.5, 398.05, 42.42, 122.12]",5180,13,"[386.13, 400.99, 2, 0, 0, 0, 385.16, 398.05, 2, 0, 0, 0, 376.96, 398.07, 2, 378.72, 407.99, 2, 361.89, 409.24, 2, 383.01, 432.38, 2, 344.73, 430.44, 2, 386.92, 453.34, 2, 344.5, 450.44, 2, 381.62, 456.56, 2, 365.54, 459.98, 2, 381.18, 488.64, 2, 0, 0, 0, 374.51, 520.17, 2, 0, 0, 0]",1,CCTV_419.png
190,198,150,0,"[603.5, 384.75, 45.69, 124.89]",5706,17,"[629.13, 387.55, 2, 630.64, 384.75, 2, 627.44, 384.95, 2, 635.89, 385.57, 2, 622.65, 385.2, 2, 644.7, 394.95, 2, 611.91, 393.39, 2, 649.19, 417.83, 2, 603.5, 418.58, 2, 640.48, 421.93, 2, 617.27, 417.2, 2, 636.11, 444.43, 2, 618.34, 443.89, 2, 637.12, 478.07, 2, 619.95, 468.01, 2, 639.79, 509.64, 2, 622.64, 492.61, 2]",1,CCTV_150.png
191,665,499,0,"[368.01, 20.55, 38.66, 76.42]",2954,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 377.26, 23.23, 2, 392.67, 20.55, 2, 368.01, 37.02, 2, 404.43, 33.69, 2, 368.79, 22.64, 2, 406.67, 49.32, 2, 382.66, 57.07, 2, 391.8, 53.02, 2, 383.06, 77.81, 2, 0, 0, 0, 390.63, 96.97, 2, 0, 0, 0]",1,CCTV_499.png
192,666,499,0,"[447.79, 172.91, 73.94, 160.16]",11842,10,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 467.97, 172.91, 2, 514.0, 184.75, 2, 455.19, 207.95, 2, 514.33, 221.44, 2, 0, 0, 0, 0, 0, 0, 469.87, 239.6, 2, 504.58, 249.0, 2, 475.31, 280.26, 2, 514.03, 280.68, 2, 447.79, 333.07, 2, 521.73, 317.43, 2]",1,CCTV_499.png
193,3,3,0,"[1370.66, 255.98, 35.09, 91.16]",3198,17,"[1394.21, 260.05, 2, 1395.92, 257.5, 2, 1392.59, 257.73, 2, 1399.13, 255.98, 2, 1387.83, 256.18, 2, 1403.14, 266.21, 2, 1380.26, 266.52, 2, 1404.32, 281.31, 2, 1374.54, 283.54, 2, 1405.75, 291.54, 2, 1370.66, 300.11, 2, 1396.34, 303.61, 2, 1383.88, 303.43, 2, 1392.33, 328.65, 2, 1389.38, 330.37, 2, 1381.83, 337.32, 2, 1377.87, 347.14, 2]",1,CCTV_3.png
194,4,3,0,"[9.91, 81.62, 1329.1, 218.45]",290341,16,"[1334.58, 209.97, 2, 0, 0, 0, 1330.69, 208.99, 2, 9.91, 82.05, 2, 1325.03, 209.78, 2, 1335.88, 218.79, 2, 1311.09, 214.54, 2, 1339.01, 234.56, 2, 1301.81, 233.74, 2, 1333.46, 243.37, 2, 1299.09, 244.8, 2, 1325.04, 251.66, 2, 1312.33, 251.16, 2, 1324.95, 280.71, 2, 1307.43, 272.37, 2, 1320.14, 300.07, 2, 1295.26, 284.81, 2]",1,CCTV_3.png
195,471,351,0,"[1152.84, 238.25, 74.96, 251.18]",18828,12,"[1191.27, 247.88, 2, 1195.99, 240.41, 2, 1194.53, 238.25, 2, 1209.76, 246.93, 2, 0, 0, 0, 1227.8, 282.33, 2, 1199.05, 262.93, 2, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1197.56, 375.09, 2, 1182.82, 355.57, 2, 1177.55, 426.93, 2, 1166.09, 409.89, 2, 1152.84, 489.43, 2, 1153.34, 459.58, 2]",1,CCTV_351.png
196,472,351,0,"[1017.31, 144.74, 25.74, 174.81]",4499,13,"[1023.53, 148.19, 2, 1026.51, 144.74, 2, 0, 0, 0, 1038.49, 150.3, 2, 0, 0, 0, 1043.05, 179.23, 2, 1031.81, 163.05, 2, 1043.0, 214.51, 2, 0, 0, 0, 1028.97, 244.31, 2, 0, 0, 0, 1031.57, 237.01, 2, 1028.2, 224.16, 2, 1021.55, 274.0, 2, 1037.03, 269.64, 2, 1017.31, 319.55, 2, 1042.39, 313.21, 2]",1,CCTV_351.png
197,155,114,0,"[506.37, 199.33, 177.73, 332.18]",59038,13,"[0, 0, 0, 0, 0, 0, 0, 0, 0, 551.41, 200.8, 2, 600.84, 199.33, 2, 517.02, 250.06, 2, 634.15, 263.74, 2, 506.37, 318.59, 2, 661.31, 335.64, 2, 0, 0, 0, 684.1, 387.11, 2, 561.11, 368.73, 2, 620.21, 371.23, 2, 563.71, 435.49, 2, 625.12, 428.44, 2, 545.44, 531.51, 2, 623.05, 493.44, 2]",1,CCTV_114.png
198,624,464,0,"[140.93, 73.52, 80.8, 208.79]",16870,16,"[165.25, 82.0, 2, 169.96, 73.83, 2, 159.78, 73.87, 2, 180.38, 73.52, 2, 0, 0, 0, 209.78, 95.87, 2, 148.92, 91.26, 2, 221.73, 138.51, 2, 140.93, 131.86, 2, 207.03, 163.66, 2, 146.54, 160.82, 2, 200.02, 182.72, 2, 163.04, 180.54, 2, 194.82, 229.69, 2, 163.58, 209.3, 2, 199.22, 282.31, 2, 169.0, 263.33, 2]",1,CCTV_464.png
199,60,39,0,"[494.38, 404.97, 84.79, 153.24]",12993,16,"[538.83, 413.29, 2, 543.54, 408.56, 2, 536.52, 408.05, 2, 554.3, 404.97, 2, 0, 0, 0, 573.17, 413.45, 2, 527.85, 418.46, 2, 555.78, 462.39, 2, 508.88, 446.13, 2, 542.51, 490.18, 2, 494.38, 467.16, 2, 571.11, 474.29, 2, 543.99, 473.07, 2, 574.9, 523.03, 2, 528.8, 498.91, 2, 579.17, 558.21, 2, 549.6, 513.74, 2]",1,CCTV_39.png
200,61,39,0,"[334.51, 415.41, 105.62, 125.27]",13231,15,"[428.81, 433.55, 2, 436.15, 434.48, 2, 431.36, 425.33, 2, 439.81, 437.86, 2, 424.63, 420.54, 2, 440.13, 441.23, 2, 397.22, 421.91, 2, 409.97, 466.85, 2, 377.01, 470.92, 2, 422.65, 494.32, 2, 397.21, 507.18, 2, 358.05, 427.22, 2, 379.79, 415.41, 2, 344.32, 482.38, 2, 0, 0, 0, 334.51, 540.68, 2, 0, 0, 0]",1,CCTV_39.png
